,activite,activite_conj,age,age_conj,emploi,emploi_conj,etudes,etudes_conj,handicap,handicap_conj,retraite,retraite_conj,salaire,salaire_conj,sexe,sexe_conj,statut_marital,statut_marital_conj,type_fam,enfant,nb_enf
24,False,True,24,25.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,femme,homme,1,1.0,Couples,True,2
25,False,True,21,25.0,False,True,False,False,False,False,0.0,0.0,0.0,23295.0,femme,homme,1,1.0,Couples,True,1
26,True,True,26,25.0,True,True,False,True,False,False,0.0,0.0,10853.0,18355.0,femme,homme,1,1.0,Couples,False,0
27,False,True,24,25.0,False,True,False,False,False,False,0.0,0.0,0.0,18946.0,femme,homme,1,1.0,Couples,True,1
28,False,True,21,25.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,femme,homme,1,1.0,Couples,False,0
29,False,True,24,25.0,False,True,False,False,False,False,0.0,0.0,0.0,17864.0,femme,homme,1,1.0,Couples,True,3
30,False,True,22,25.0,False,True,True,False,False,False,0.0,0.0,0.0,20781.0,femme,homme,1,1.0,Couples,False,0
31,True,True,25,25.0,True,False,True,False,False,False,0.0,0.0,17680.0,0.0,femme,homme,1,1.0,Couples,False,0
32,True,True,26,26.0,True,True,False,False,False,False,0.0,0.0,10853.0,11185.0,femme,homme,1,1.0,Couples,True,3
33,True,True,27,26.0,True,True,False,False,False,False,0.0,0.0,11182.0,31294.0,femme,homme,1,1.0,Couples,True,1
34,False,True,24,26.0,False,True,False,False,False,False,0.0,0.0,0.0,17295.0,femme,homme,1,1.0,Couples,False,0
35,True,True,28,26.0,True,True,False,False,False,False,0.0,0.0,22025.0,19477.0,femme,homme,1,1.0,Couples,False,0
36,True,True,28,26.0,True,True,False,False,False,False,0.0,0.0,22025.0,24807.0,femme,homme,1,1.0,Couples,True,1
37,False,True,20,26.0,False,True,False,False,False,False,0.0,0.0,0.0,21665.0,femme,homme,1,1.0,Couples,True,2
38,True,True,28,26.0,True,True,False,False,False,False,0.0,0.0,22025.0,29217.0,femme,homme,1,1.0,Couples,False,0
39,True,True,26,26.0,True,True,False,False,False,False,0.0,0.0,10853.0,30782.0,femme,homme,1,1.0,Couples,True,2
40,False,True,20,26.0,False,True,False,False,False,False,0.0,0.0,0.0,13199.0,femme,homme,1,1.0,Couples,True,1
41,False,True,23,26.0,False,True,False,False,False,False,0.0,0.0,0.0,23492.0,femme,homme,1,1.0,Couples,True,1
42,False,False,22,26.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,femme,homme,1,1.0,Couples,False,0
43,True,True,25,26.0,True,True,True,False,False,False,0.0,0.0,17680.0,20996.0,femme,homme,1,1.0,Couples,True,1
44,False,True,23,26.0,False,True,False,False,False,False,0.0,0.0,0.0,10429.0,femme,homme,1,1.0,Couples,True,2
45,True,True,25,26.0,True,True,True,False,False,False,0.0,0.0,17680.0,19408.0,femme,homme,1,1.0,Couples,True,2
46,True,False,25,26.0,True,False,True,False,False,False,0.0,0.0,17680.0,0.0,femme,homme,1,1.0,Couples,True,3
47,True,True,26,26.0,True,True,False,False,False,False,0.0,0.0,10853.0,22087.0,femme,homme,1,1.0,Couples,True,2
48,True,True,27,26.0,True,True,False,False,False,False,0.0,0.0,11182.0,45727.0,femme,homme,1,1.0,Couples,False,0
49,True,True,30,26.0,False,True,False,False,False,True,0.0,0.0,0.0,15451.0,femme,homme,1,1.0,Couples,False,0
50,True,True,36,26.0,True,True,False,False,False,False,0.0,0.0,26168.0,23987.0,femme,homme,1,1.0,Couples,False,0
51,True,False,26,26.0,True,False,False,False,False,False,0.0,0.0,10853.0,0.0,femme,homme,1,1.0,Couples,True,2
52,True,True,28,27.0,True,True,False,False,False,False,0.0,0.0,22025.0,15593.0,femme,homme,1,1.0,Couples,False,0
53,True,True,29,27.0,True,True,False,False,False,False,0.0,0.0,20588.0,5800.0,femme,homme,1,1.0,Couples,True,1
54,True,True,31,27.0,True,True,False,False,False,True,0.0,0.0,20850.0,7397.0,femme,homme,1,1.0,Couples,False,0
55,True,True,25,27.0,True,False,True,False,False,False,0.0,0.0,17680.0,0.0,femme,homme,1,1.0,Couples,False,0
56,True,True,25,27.0,True,True,True,False,False,False,0.0,0.0,17680.0,21965.0,femme,homme,1,1.0,Couples,True,2
57,False,True,21,27.0,False,True,False,False,False,False,0.0,0.0,0.0,30342.0,femme,homme,1,1.0,Couples,True,2
58,True,True,25,27.0,True,True,True,False,False,False,0.0,0.0,17680.0,17147.0,femme,homme,1,1.0,Couples,True,4
59,False,True,20,27.0,False,True,False,False,False,False,0.0,0.0,0.0,18319.0,femme,homme,1,1.0,Couples,False,0
60,True,True,34,27.0,True,True,False,False,False,False,0.0,0.0,32146.0,16773.0,femme,homme,1,1.0,Couples,False,0
61,True,False,25,27.0,True,False,True,False,False,False,0.0,0.0,17680.0,0.0,femme,homme,1,1.0,Couples,True,1
62,True,True,25,27.0,True,True,True,False,False,False,0.0,0.0,17680.0,20011.0,femme,homme,1,1.0,Couples,False,0
63,True,True,28,27.0,True,True,False,False,False,False,0.0,0.0,22025.0,25679.0,femme,homme,1,1.0,Couples,False,0
64,True,True,32,27.0,True,True,False,False,False,False,0.0,0.0,5946.0,21686.0,femme,homme,1,1.0,Couples,True,2
65,True,True,25,27.0,True,True,True,False,False,False,0.0,0.0,17680.0,23552.0,femme,homme,1,1.0,Couples,True,2
66,True,True,42,27.0,True,True,False,False,False,False,0.0,0.0,12929.0,24902.0,femme,homme,1,1.0,Couples,True,2
67,True,True,26,27.0,True,True,False,False,False,False,0.0,0.0,10853.0,2575.0,femme,homme,1,1.0,Couples,False,0
68,True,True,27,27.0,True,True,False,False,False,False,0.0,0.0,11182.0,24933.0,femme,homme,1,1.0,Couples,True,2
69,True,True,26,27.0,True,True,False,False,False,False,0.0,0.0,10853.0,47559.0,femme,homme,1,1.0,Couples,False,0
70,False,True,24,27.0,False,True,False,False,False,False,0.0,0.0,0.0,1091.0,femme,homme,1,1.0,Couples,True,4
71,True,False,25,27.0,True,False,True,False,False,False,0.0,0.0,17680.0,0.0,femme,homme,1,1.0,Couples,False,0
72,True,True,25,27.0,True,True,True,False,False,False,0.0,0.0,17680.0,33138.0,femme,homme,1,1.0,Couples,False,0
73,True,True,27,27.0,True,True,False,False,False,False,0.0,0.0,11182.0,21805.0,femme,homme,1,1.0,Couples,False,0
74,False,True,23,27.0,False,True,False,False,False,False,0.0,0.0,0.0,13709.0,femme,homme,1,1.0,Couples,True,1
75,True,True,28,27.0,True,True,False,False,False,False,0.0,0.0,22025.0,15072.0,femme,homme,1,1.0,Couples,False,0
76,True,False,28,27.0,True,False,False,False,False,True,0.0,0.0,22025.0,0.0,femme,homme,1,1.0,Couples,True,3
77,False,True,24,28.0,False,True,False,False,False,False,0.0,0.0,0.0,28628.0,femme,homme,1,1.0,Couples,False,0
78,False,True,23,28.0,False,True,False,False,False,False,0.0,0.0,0.0,17737.0,femme,homme,1,1.0,Couples,True,2
79,True,True,37,28.0,True,True,False,False,False,False,0.0,0.0,21445.0,29514.0,femme,homme,1,1.0,Couples,True,1
80,False,True,23,28.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,femme,homme,1,1.0,Couples,False,0
81,True,True,28,28.0,True,True,False,False,False,False,0.0,0.0,22025.0,20844.0,femme,homme,1,1.0,Couples,False,0
82,True,True,29,28.0,True,True,False,False,False,False,0.0,0.0,20588.0,15340.0,femme,homme,1,1.0,Couples,True,1
83,True,True,29,28.0,True,True,False,False,False,False,0.0,0.0,20588.0,24287.0,femme,homme,1,1.0,Couples,True,2
84,True,True,29,28.0,True,True,False,False,False,False,0.0,0.0,20588.0,22438.0,femme,homme,1,1.0,Couples,True,1
85,False,True,24,28.0,False,True,False,False,False,False,0.0,0.0,0.0,45822.0,femme,homme,1,1.0,Couples,True,1
86,True,True,27,28.0,True,True,False,False,False,False,0.0,0.0,11182.0,6022.0,femme,homme,1,1.0,Couples,True,1
87,True,True,28,28.0,True,False,False,False,False,False,0.0,0.0,22025.0,0.0,femme,homme,1,1.0,Couples,True,2
88,True,True,25,28.0,True,True,True,False,False,False,0.0,0.0,17680.0,27786.0,femme,homme,1,1.0,Couples,False,0
89,True,True,28,28.0,True,True,False,False,False,False,0.0,0.0,22025.0,18455.0,femme,homme,1,1.0,Couples,False,0
90,False,True,24,28.0,False,True,False,False,False,True,0.0,0.0,0.0,19978.0,femme,homme,1,1.0,Couples,True,3
91,True,True,29,28.0,True,True,False,False,False,False,0.0,0.0,20588.0,3525.0,femme,homme,1,1.0,Couples,True,3
92,True,True,25,28.0,True,True,True,False,False,False,0.0,0.0,17680.0,15093.0,femme,homme,1,1.0,Couples,True,2
93,True,True,25,28.0,True,True,True,False,False,False,0.0,0.0,17680.0,14095.0,femme,homme,1,1.0,Couples,True,1
94,True,True,29,28.0,True,True,False,False,False,False,0.0,0.0,20588.0,26146.0,femme,homme,1,1.0,Couples,True,2
95,True,True,25,28.0,True,True,True,False,False,False,0.0,0.0,17680.0,30261.0,femme,homme,1,1.0,Couples,True,1
96,True,True,27,28.0,True,True,False,False,False,False,0.0,0.0,11182.0,18353.0,femme,homme,1,1.0,Couples,True,1
97,False,True,22,28.0,False,True,True,False,False,False,0.0,0.0,0.0,16143.0,femme,homme,1,1.0,Couples,True,1
98,False,True,35,28.0,False,True,False,False,False,False,0.0,0.0,0.0,25534.0,femme,homme,1,1.0,Couples,True,1
99,True,True,28,28.0,True,True,False,False,False,False,0.0,0.0,22025.0,31209.0,femme,homme,1,1.0,Couples,True,3
100,True,True,28,28.0,True,True,False,False,False,False,0.0,0.0,22025.0,22061.0,femme,homme,1,1.0,Couples,False,0
101,False,False,33,28.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,femme,homme,1,1.0,Couples,True,1
102,True,True,29,28.0,True,True,False,False,False,False,0.0,0.0,20588.0,15615.0,femme,homme,1,1.0,Couples,False,0
103,True,True,28,28.0,True,True,False,False,False,False,0.0,0.0,22025.0,7493.0,femme,homme,1,1.0,Couples,True,2
104,True,False,30,28.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,femme,homme,1,1.0,Couples,True,1
105,True,False,28,28.0,True,False,False,False,False,False,0.0,0.0,22025.0,0.0,femme,homme,1,1.0,Couples,False,0
106,True,True,28,28.0,True,True,False,False,False,False,0.0,0.0,22025.0,31065.0,femme,homme,1,1.0,Couples,True,2
107,True,True,32,28.0,True,True,False,False,False,False,0.0,0.0,5946.0,8966.0,femme,homme,1,1.0,Couples,True,3
108,True,True,28,28.0,True,True,False,False,False,False,0.0,0.0,22025.0,24027.0,femme,homme,1,1.0,Couples,True,2
109,True,True,26,28.0,True,True,False,False,False,False,0.0,0.0,10853.0,28011.0,femme,homme,1,1.0,Couples,True,2
110,True,True,25,28.0,True,True,True,False,False,False,0.0,0.0,17680.0,15663.0,femme,homme,1,1.0,Couples,True,3
111,False,True,21,28.0,False,True,False,False,False,False,0.0,0.0,0.0,20725.0,femme,homme,1,1.0,Couples,False,0
112,False,True,23,28.0,False,True,False,False,False,False,0.0,0.0,0.0,21276.0,femme,homme,1,1.0,Couples,True,1
113,True,True,27,28.0,True,True,False,False,False,False,0.0,0.0,11182.0,26642.0,femme,homme,1,1.0,Couples,True,2
114,True,True,28,28.0,True,True,False,False,False,False,0.0,0.0,22025.0,29283.0,femme,homme,1,1.0,Couples,True,2
115,True,True,27,28.0,True,True,False,False,False,False,0.0,0.0,11182.0,25186.0,femme,homme,1,1.0,Couples,True,2
116,False,True,24,29.0,False,True,False,False,False,False,0.0,0.0,0.0,22226.0,femme,homme,1,1.0,Couples,False,0
117,True,True,25,29.0,True,True,True,False,False,False,0.0,0.0,17680.0,32644.0,femme,homme,1,1.0,Couples,False,0
118,True,True,37,29.0,True,True,False,False,False,False,0.0,0.0,21445.0,17874.0,femme,homme,1,1.0,Couples,True,1
119,False,True,23,29.0,False,True,False,False,False,False,0.0,0.0,0.0,15409.0,femme,homme,1,1.0,Couples,True,1
120,True,True,29,29.0,True,True,False,False,False,False,0.0,0.0,20588.0,15475.0,femme,homme,1,1.0,Couples,True,2
121,False,True,23,29.0,False,True,False,False,False,False,0.0,0.0,0.0,17219.0,femme,homme,1,1.0,Couples,True,2
122,True,True,26,29.0,True,True,False,False,False,False,0.0,0.0,10853.0,19108.0,femme,homme,1,1.0,Couples,True,2
123,False,False,24,29.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,femme,homme,1,1.0,Couples,True,2
124,True,True,31,29.0,True,True,False,False,False,False,0.0,0.0,20850.0,32358.0,femme,homme,1,1.0,Couples,True,2
125,True,True,29,29.0,True,True,False,False,False,False,0.0,0.0,20588.0,21976.0,femme,homme,1,1.0,Couples,True,2
126,True,True,38,29.0,True,True,False,False,False,False,0.0,0.0,23723.0,16530.0,femme,homme,1,1.0,Couples,False,0
127,True,False,31,29.0,True,False,False,False,False,False,0.0,0.0,20850.0,0.0,femme,homme,1,1.0,Couples,True,2
128,True,True,25,29.0,True,True,True,False,False,False,0.0,0.0,17680.0,23920.0,femme,homme,1,1.0,Couples,False,0
129,True,True,29,29.0,True,True,False,False,False,False,0.0,0.0,20588.0,28667.0,femme,homme,1,1.0,Couples,True,2
130,True,True,26,29.0,True,True,False,False,False,False,0.0,0.0,10853.0,24051.0,femme,homme,1,1.0,Couples,True,1
131,True,True,27,29.0,True,True,False,False,False,False,0.0,0.0,11182.0,7592.0,femme,homme,1,1.0,Couples,False,0
132,True,True,29,29.0,True,True,False,False,False,False,0.0,0.0,20588.0,13256.0,femme,homme,1,1.0,Couples,True,1
133,True,True,26,29.0,True,True,False,False,False,False,0.0,0.0,10853.0,31649.0,femme,homme,1,1.0,Couples,True,1
134,True,False,27,29.0,True,False,False,False,False,False,0.0,0.0,11182.0,0.0,femme,homme,1,1.0,Couples,False,0
135,False,True,44,29.0,False,True,False,False,False,False,0.0,0.0,0.0,12886.0,femme,homme,1,1.0,Couples,True,1
136,True,True,28,29.0,True,True,False,False,False,False,0.0,0.0,22025.0,28132.0,femme,homme,1,1.0,Couples,False,0
137,True,True,25,29.0,True,True,True,False,False,False,0.0,0.0,17680.0,21364.0,femme,homme,1,1.0,Couples,False,0
138,True,True,30,29.0,False,True,False,False,False,False,0.0,0.0,0.0,15268.0,femme,homme,1,1.0,Couples,False,0
139,True,True,30,29.0,False,True,False,False,False,False,0.0,0.0,0.0,2019.0,femme,homme,1,1.0,Couples,True,1
140,True,True,25,29.0,True,True,True,False,False,False,0.0,0.0,17680.0,24365.0,femme,homme,1,1.0,Couples,True,1
141,True,True,30,29.0,False,True,False,False,False,False,0.0,0.0,0.0,22072.0,femme,homme,1,1.0,Couples,False,0
142,True,True,30,29.0,False,True,False,False,False,False,0.0,0.0,0.0,20531.0,femme,homme,1,1.0,Couples,True,1
143,True,False,30,29.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,femme,homme,1,1.0,Couples,True,2
144,True,True,30,29.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,femme,homme,1,1.0,Couples,False,0
145,True,True,29,29.0,True,True,False,False,False,False,0.0,0.0,20588.0,23609.0,femme,homme,1,1.0,Couples,False,0
146,True,True,27,29.0,True,True,False,False,False,False,0.0,0.0,11182.0,5569.0,femme,homme,1,1.0,Couples,False,0
147,True,True,28,29.0,True,True,False,False,False,False,0.0,0.0,22025.0,37030.0,femme,homme,1,1.0,Couples,True,1
148,True,True,29,29.0,True,True,False,False,False,False,0.0,0.0,20588.0,23186.0,femme,homme,1,1.0,Couples,True,1
149,True,True,28,29.0,True,True,False,False,False,False,0.0,0.0,22025.0,15125.0,femme,homme,1,1.0,Couples,True,4
150,True,False,29,29.0,True,False,False,False,False,False,0.0,0.0,20588.0,0.0,femme,homme,1,1.0,Couples,False,0
151,True,True,26,29.0,True,True,False,False,False,False,0.0,0.0,10853.0,6331.0,femme,homme,1,1.0,Couples,True,3
152,True,True,27,29.0,True,True,False,False,False,False,0.0,0.0,11182.0,20217.0,femme,homme,1,1.0,Couples,True,1
153,True,True,27,29.0,True,True,False,False,False,False,0.0,0.0,11182.0,10750.0,femme,homme,1,1.0,Couples,False,0
154,True,True,29,29.0,True,False,False,False,False,False,0.0,0.0,20588.0,0.0,femme,homme,1,1.0,Couples,True,3
155,False,True,21,29.0,False,True,False,False,False,False,0.0,0.0,0.0,28942.0,femme,homme,1,1.0,Couples,False,0
156,True,True,31,29.0,True,True,False,False,False,False,0.0,0.0,20850.0,22328.0,femme,homme,1,1.0,Couples,False,0
157,True,True,25,29.0,True,True,True,False,False,True,0.0,0.0,17680.0,5456.0,femme,homme,1,1.0,Couples,True,3
158,True,True,29,30.0,True,True,False,False,False,False,0.0,0.0,20588.0,40256.0,femme,homme,1,1.0,Couples,False,0
159,True,True,30,30.0,False,True,False,False,False,False,0.0,0.0,0.0,4007.0,femme,homme,1,1.0,Couples,True,2
160,True,True,28,30.0,True,True,False,False,False,False,0.0,0.0,22025.0,14773.0,femme,homme,1,1.0,Couples,True,1
161,False,True,23,30.0,False,True,False,False,False,False,0.0,0.0,0.0,28594.0,femme,homme,1,1.0,Couples,True,1
162,True,True,30,30.0,False,True,False,False,False,False,0.0,0.0,0.0,5627.0,femme,homme,1,1.0,Couples,False,0
163,True,True,29,30.0,True,True,False,False,False,False,0.0,0.0,20588.0,26111.0,femme,homme,1,1.0,Couples,False,0
164,True,True,31,30.0,True,True,False,False,False,False,0.0,0.0,20850.0,12033.0,femme,homme,1,1.0,Couples,False,0
165,True,True,30,30.0,False,True,False,False,False,False,0.0,0.0,0.0,23021.0,femme,homme,1,1.0,Couples,False,0
166,False,True,20,30.0,False,True,False,False,False,False,0.0,0.0,0.0,34145.0,femme,homme,1,1.0,Couples,False,0
167,False,False,22,30.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,femme,homme,1,1.0,Couples,True,4
168,True,True,28,30.0,True,True,False,False,False,False,0.0,0.0,22025.0,26782.0,femme,homme,1,1.0,Couples,True,2
169,True,True,29,30.0,True,True,False,False,False,False,0.0,0.0,20588.0,35517.0,femme,homme,1,1.0,Couples,True,1
170,True,False,28,30.0,True,False,False,False,False,False,0.0,0.0,22025.0,0.0,femme,homme,1,1.0,Couples,False,0
171,True,True,31,30.0,True,True,False,False,False,False,0.0,0.0,20850.0,40586.0,femme,homme,1,1.0,Couples,False,0
172,True,True,29,30.0,True,True,False,False,False,False,0.0,0.0,20588.0,16751.0,femme,homme,1,1.0,Couples,True,3
173,True,True,27,30.0,True,True,False,False,False,False,0.0,0.0,11182.0,22990.0,femme,homme,1,1.0,Couples,False,0
174,True,True,31,30.0,True,True,False,False,False,False,0.0,0.0,20850.0,9475.0,femme,homme,1,1.0,Couples,True,1
175,True,True,28,30.0,True,True,False,False,False,False,0.0,0.0,22025.0,16389.0,femme,homme,1,1.0,Couples,True,1
176,False,True,21,30.0,False,True,False,False,False,False,0.0,0.0,0.0,18746.0,femme,homme,1,1.0,Couples,True,1
177,False,True,24,30.0,False,True,False,False,False,False,0.0,0.0,0.0,4544.0,femme,homme,1,1.0,Couples,True,3
178,True,False,26,30.0,True,False,False,False,False,False,0.0,0.0,10853.0,0.0,femme,homme,1,1.0,Couples,False,0
179,True,True,30,30.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,femme,homme,1,1.0,Couples,True,1
180,True,True,25,30.0,True,True,True,False,False,False,0.0,0.0,17680.0,23026.0,femme,homme,1,1.0,Couples,True,1
181,True,True,30,30.0,False,True,False,False,False,False,0.0,0.0,0.0,17324.0,femme,homme,1,1.0,Couples,True,1
182,True,True,31,30.0,True,True,False,False,False,False,0.0,0.0,20850.0,8525.0,femme,homme,1,1.0,Couples,True,1
183,False,False,23,30.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,femme,homme,1,1.0,Couples,True,4
184,True,True,27,30.0,True,True,False,False,False,False,0.0,0.0,11182.0,25100.0,femme,homme,1,1.0,Couples,True,2
185,True,True,30,30.0,False,True,False,False,False,False,0.0,0.0,0.0,6182.0,femme,homme,1,1.0,Couples,True,1
186,True,True,31,30.0,True,True,False,False,False,False,0.0,0.0,20850.0,28591.0,femme,homme,1,1.0,Couples,True,2
187,False,True,23,30.0,False,True,False,False,False,False,0.0,0.0,0.0,12847.0,femme,homme,1,1.0,Couples,False,0
188,True,True,29,30.0,True,True,False,False,False,False,0.0,0.0,20588.0,27763.0,femme,homme,1,1.0,Couples,True,3
189,True,True,27,30.0,True,True,False,False,False,False,0.0,0.0,11182.0,16905.0,femme,homme,1,1.0,Couples,False,0
190,True,True,29,30.0,True,True,False,False,False,False,0.0,0.0,20588.0,17688.0,femme,homme,1,1.0,Couples,False,0
191,True,True,31,30.0,True,True,False,False,False,False,0.0,0.0,20850.0,23112.0,femme,homme,1,1.0,Couples,True,2
192,True,False,28,30.0,True,False,False,False,False,False,0.0,0.0,22025.0,0.0,femme,homme,1,1.0,Couples,True,2
193,True,True,45,30.0,False,True,False,False,False,False,0.0,0.0,0.0,27305.0,femme,homme,1,1.0,Couples,True,1
194,True,True,31,30.0,True,True,False,False,False,False,0.0,0.0,20850.0,18659.0,femme,homme,1,1.0,Couples,True,2
195,True,True,31,30.0,True,True,False,False,False,False,0.0,0.0,20850.0,39181.0,femme,homme,1,1.0,Couples,True,2
196,True,True,29,30.0,True,True,False,False,False,False,0.0,0.0,20588.0,28996.0,femme,homme,1,1.0,Couples,True,2
197,True,True,29,30.0,True,True,False,False,False,False,0.0,0.0,20588.0,25635.0,femme,homme,1,1.0,Couples,True,1
198,True,True,27,30.0,True,True,False,False,False,False,0.0,0.0,11182.0,19265.0,femme,homme,1,1.0,Couples,True,2
199,False,True,24,30.0,False,True,False,False,False,False,0.0,0.0,0.0,16277.0,femme,homme,1,1.0,Couples,False,0
200,True,True,27,30.0,True,True,False,False,False,False,0.0,0.0,11182.0,23872.0,femme,homme,1,1.0,Couples,True,2
201,True,True,31,30.0,True,True,False,False,False,False,0.0,0.0,20850.0,17909.0,femme,homme,1,1.0,Couples,False,0
202,True,False,27,30.0,True,False,False,False,False,False,0.0,0.0,11182.0,0.0,femme,homme,1,1.0,Couples,False,0
203,True,True,29,30.0,True,True,False,False,False,False,0.0,0.0,20588.0,18233.0,femme,homme,1,1.0,Couples,True,3
204,True,True,26,30.0,True,False,False,False,False,False,0.0,0.0,10853.0,0.0,femme,homme,1,1.0,Couples,True,1
205,True,True,25,30.0,True,True,True,False,False,False,0.0,0.0,17680.0,20264.0,femme,homme,1,1.0,Couples,True,4
206,True,True,30,30.0,False,True,False,False,False,True,0.0,0.0,0.0,21453.0,femme,homme,1,1.0,Couples,True,2
207,True,True,30,30.0,False,True,False,False,False,False,0.0,0.0,0.0,26325.0,femme,homme,1,1.0,Couples,False,0
208,True,True,38,30.0,True,True,False,False,False,False,0.0,0.0,23723.0,28365.0,femme,homme,1,1.0,Couples,False,0
209,True,True,31,30.0,True,True,False,False,False,False,0.0,0.0,20850.0,21681.0,femme,homme,1,1.0,Couples,False,0
210,True,True,31,30.0,True,True,False,False,False,False,0.0,0.0,20850.0,5494.0,femme,homme,1,1.0,Couples,True,2
211,True,True,31,30.0,True,True,False,False,False,False,0.0,0.0,20850.0,25577.0,femme,homme,1,1.0,Couples,False,0
212,True,True,30,30.0,False,True,False,False,False,False,0.0,0.0,0.0,17754.0,femme,homme,1,1.0,Couples,True,2
213,False,False,33,30.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,femme,homme,1,1.0,Couples,True,1
214,True,True,28,31.0,True,True,False,False,False,False,0.0,0.0,22025.0,1727.0,femme,homme,1,1.0,Couples,False,0
215,False,False,23,31.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,femme,homme,1,1.0,Couples,True,2
216,True,True,28,31.0,True,False,False,False,False,False,0.0,0.0,22025.0,0.0,femme,homme,1,1.0,Couples,True,1
217,True,True,27,31.0,True,True,False,False,False,False,0.0,0.0,11182.0,31074.0,femme,homme,1,1.0,Couples,False,0
218,True,True,26,31.0,True,True,False,False,False,False,0.0,0.0,10853.0,21739.0,femme,homme,1,1.0,Couples,True,4
219,True,True,30,31.0,False,True,False,False,False,False,0.0,0.0,0.0,20204.0,femme,homme,1,1.0,Couples,True,1
220,True,True,31,31.0,True,False,False,False,False,False,0.0,0.0,20850.0,0.0,femme,homme,1,1.0,Couples,True,1
221,True,True,30,31.0,False,True,False,False,False,False,0.0,0.0,0.0,19067.0,femme,homme,1,1.0,Couples,False,0
222,True,True,27,31.0,True,True,False,False,False,False,0.0,0.0,11182.0,25818.0,femme,homme,1,1.0,Couples,True,1
223,True,True,32,31.0,True,False,False,False,False,False,0.0,0.0,5946.0,0.0,femme,homme,1,1.0,Couples,True,2
