,sexe,age,activite,emploi,salaire,retraite,etudes,handicap,statut_marital
40,femme,0,False,False,0.0,0.0,True,False,0
41,femme,0,False,False,0.0,0.0,True,False,0
42,femme,0,False,False,0.0,0.0,True,False,0
43,femme,0,False,False,0.0,0.0,True,False,0
44,femme,0,False,False,0.0,0.0,True,False,0
45,femme,0,False,False,0.0,0.0,True,False,0
46,femme,0,False,False,0.0,0.0,True,False,0
47,femme,0,False,False,0.0,0.0,True,False,0
48,femme,0,False,False,0.0,0.0,True,False,0
49,femme,0,False,False,0.0,0.0,True,False,0
50,femme,0,False,False,0.0,0.0,True,False,0
51,femme,0,False,False,0.0,0.0,True,True,0
52,femme,0,False,False,0.0,0.0,True,False,0
53,femme,0,False,False,0.0,0.0,True,False,0
54,femme,0,False,False,0.0,0.0,True,False,0
55,femme,0,False,False,0.0,0.0,True,False,0
56,femme,0,False,False,0.0,0.0,True,False,0
57,femme,0,False,False,0.0,0.0,True,False,0
58,femme,0,False,False,0.0,0.0,True,False,0
59,femme,0,False,False,0.0,0.0,True,False,0
60,femme,0,False,False,0.0,0.0,True,False,0
61,femme,0,False,False,0.0,0.0,True,False,0
62,femme,0,False,False,0.0,0.0,True,False,0
63,femme,0,False,False,0.0,0.0,True,False,0
64,femme,0,False,False,0.0,0.0,True,False,0
65,femme,0,False,False,0.0,0.0,True,False,0
66,femme,0,False,False,0.0,0.0,True,False,0
67,femme,0,False,False,0.0,0.0,True,False,0
68,femme,0,False,False,0.0,0.0,True,False,0
69,femme,0,False,False,0.0,0.0,True,False,0
70,femme,0,False,False,0.0,0.0,True,False,0
71,femme,0,False,False,0.0,0.0,True,False,0
72,femme,0,False,False,0.0,0.0,True,False,0
73,femme,0,False,False,0.0,0.0,True,False,0
74,femme,0,False,False,0.0,0.0,True,False,0
75,femme,0,False,False,0.0,0.0,True,False,0
76,femme,0,False,False,0.0,0.0,True,False,0
77,femme,0,False,False,0.0,0.0,True,False,0
78,femme,0,False,False,0.0,0.0,True,False,0
79,femme,0,False,False,0.0,0.0,True,False,0
80,femme,0,False,False,0.0,0.0,True,False,0
81,femme,0,False,False,0.0,0.0,True,False,0
82,femme,0,False,False,0.0,0.0,True,False,0
83,femme,0,False,False,0.0,0.0,True,False,0
84,femme,0,False,False,0.0,0.0,True,False,0
85,femme,0,False,False,0.0,0.0,True,False,0
86,femme,0,False,False,0.0,0.0,True,False,0
87,femme,0,False,False,0.0,0.0,True,False,0
88,femme,0,False,False,0.0,0.0,True,False,0
89,femme,0,False,False,0.0,0.0,True,False,0
90,femme,0,False,False,0.0,0.0,True,False,0
91,femme,0,False,False,0.0,0.0,True,False,0
92,femme,0,False,False,0.0,0.0,True,False,0
93,femme,0,False,False,0.0,0.0,True,False,0
94,femme,0,False,False,0.0,0.0,True,False,0
95,femme,0,False,False,0.0,0.0,True,False,0
96,femme,0,False,False,0.0,0.0,True,False,0
97,femme,0,False,False,0.0,0.0,True,False,0
98,femme,0,False,False,0.0,0.0,True,False,0
99,femme,0,False,False,0.0,0.0,True,False,0
100,femme,0,False,False,0.0,0.0,True,False,0
101,femme,0,False,False,0.0,0.0,True,False,0
102,femme,0,False,False,0.0,0.0,True,False,0
103,femme,0,False,False,0.0,0.0,True,False,0
104,femme,0,False,False,0.0,0.0,True,False,0
105,femme,0,False,False,0.0,0.0,True,False,0
106,femme,0,False,False,0.0,0.0,True,False,0
107,femme,0,False,False,0.0,0.0,True,False,0
108,femme,0,False,False,0.0,0.0,True,False,0
109,femme,0,False,False,0.0,0.0,True,False,0
110,femme,0,False,False,0.0,0.0,True,False,0
111,femme,0,False,False,0.0,0.0,True,False,0
112,femme,0,False,False,0.0,0.0,True,False,0
113,femme,0,False,False,0.0,0.0,True,False,0
114,femme,0,False,False,0.0,0.0,True,False,0
115,femme,0,False,False,0.0,0.0,True,False,0
116,femme,0,False,False,0.0,0.0,True,False,0
117,femme,0,False,False,0.0,0.0,True,False,0
118,femme,0,False,False,0.0,0.0,True,False,0
119,femme,0,False,False,0.0,0.0,True,False,0
120,femme,0,False,False,0.0,0.0,True,False,0
121,femme,0,False,False,0.0,0.0,True,False,0
122,femme,0,False,False,0.0,0.0,True,False,0
123,femme,0,False,False,0.0,0.0,True,False,0
124,femme,0,False,False,0.0,0.0,True,False,0
125,femme,0,False,False,0.0,0.0,True,False,0
126,femme,0,False,False,0.0,0.0,True,False,0
127,femme,0,False,False,0.0,0.0,True,False,0
128,femme,0,False,False,0.0,0.0,True,False,0
129,femme,0,False,False,0.0,0.0,True,False,0
130,femme,0,False,False,0.0,0.0,True,False,0
131,femme,0,False,False,0.0,0.0,True,False,0
132,femme,0,False,False,0.0,0.0,True,False,0
133,femme,0,False,False,0.0,0.0,True,False,0
134,femme,0,False,False,0.0,0.0,True,False,0
135,femme,0,False,False,0.0,0.0,True,False,0
136,femme,0,False,False,0.0,0.0,True,False,0
137,femme,0,False,False,0.0,0.0,True,False,0
138,femme,0,False,False,0.0,0.0,True,False,0
139,femme,0,False,False,0.0,0.0,True,False,0
140,femme,0,False,False,0.0,0.0,True,False,0
141,femme,0,False,False,0.0,0.0,True,False,0
142,femme,0,False,False,0.0,0.0,True,False,0
143,femme,0,False,False,0.0,0.0,True,False,0
144,femme,0,False,False,0.0,0.0,True,False,0
145,femme,0,False,False,0.0,0.0,True,False,0
146,femme,0,False,False,0.0,0.0,True,False,0
147,femme,0,False,False,0.0,0.0,True,False,0
148,femme,0,False,False,0.0,0.0,True,False,0
149,femme,0,False,False,0.0,0.0,True,False,0
150,femme,0,False,False,0.0,0.0,True,False,0
151,femme,0,False,False,0.0,0.0,True,False,0
152,femme,0,False,False,0.0,0.0,True,False,0
153,femme,0,False,False,0.0,0.0,True,False,0
154,femme,0,False,False,0.0,0.0,True,False,0
155,femme,0,False,False,0.0,0.0,True,False,0
156,femme,0,False,False,0.0,0.0,True,False,0
157,femme,0,False,False,0.0,0.0,True,False,0
158,femme,0,False,False,0.0,0.0,True,False,0
159,femme,0,False,False,0.0,0.0,True,True,0
160,femme,0,False,False,0.0,0.0,True,False,0
161,femme,0,False,False,0.0,0.0,True,False,0
162,femme,0,False,False,0.0,0.0,True,False,0
163,femme,0,False,False,0.0,0.0,True,False,0
164,femme,0,False,False,0.0,0.0,True,False,0
165,femme,0,False,False,0.0,0.0,True,False,0
166,femme,0,False,False,0.0,0.0,True,False,0
167,femme,0,False,False,0.0,0.0,True,False,0
168,femme,0,False,False,0.0,0.0,True,False,0
169,femme,0,False,False,0.0,0.0,True,False,0
170,femme,0,False,False,0.0,0.0,True,False,0
171,femme,0,False,False,0.0,0.0,True,False,0
172,femme,0,False,False,0.0,0.0,True,False,0
173,femme,0,False,False,0.0,0.0,True,False,0
174,femme,0,False,False,0.0,0.0,True,False,0
175,femme,0,False,False,0.0,0.0,True,False,0
176,femme,0,False,False,0.0,0.0,True,False,0
177,femme,0,False,False,0.0,0.0,True,False,0
178,femme,0,False,False,0.0,0.0,True,False,0
179,femme,0,False,False,0.0,0.0,True,False,0
180,femme,0,False,False,0.0,0.0,True,False,0
181,femme,0,False,False,0.0,0.0,True,False,0
182,femme,0,False,False,0.0,0.0,True,False,0
183,femme,0,False,False,0.0,0.0,True,False,0
184,femme,0,False,False,0.0,0.0,True,False,0
185,femme,0,False,False,0.0,0.0,True,False,0
186,femme,0,False,False,0.0,0.0,True,False,0
187,femme,0,False,False,0.0,0.0,True,False,0
188,femme,0,False,False,0.0,0.0,True,False,0
189,femme,0,False,False,0.0,0.0,True,False,0
190,femme,0,False,False,0.0,0.0,True,False,0
191,femme,0,False,False,0.0,0.0,True,False,0
192,femme,0,False,False,0.0,0.0,True,False,0
193,femme,0,False,False,0.0,0.0,True,False,0
194,femme,0,False,False,0.0,0.0,True,False,0
195,femme,0,False,False,0.0,0.0,True,False,0
196,femme,0,False,False,0.0,0.0,True,False,0
197,femme,0,False,False,0.0,0.0,True,False,0
198,femme,0,False,False,0.0,0.0,True,False,0
199,femme,0,False,False,0.0,0.0,True,False,0
200,femme,0,False,False,0.0,0.0,True,False,0
201,femme,0,False,False,0.0,0.0,True,False,0
202,femme,0,False,False,0.0,0.0,True,False,0
203,femme,0,False,False,0.0,0.0,True,False,0
204,femme,0,False,False,0.0,0.0,True,False,0
205,femme,0,False,False,0.0,0.0,True,False,0
206,femme,0,False,False,0.0,0.0,True,False,0
207,femme,0,False,False,0.0,0.0,True,False,0
208,femme,0,False,False,0.0,0.0,True,False,0
209,femme,0,False,False,0.0,0.0,True,False,0
210,femme,0,False,False,0.0,0.0,True,False,0
211,femme,0,False,False,0.0,0.0,True,False,0
212,femme,0,False,False,0.0,0.0,True,False,0
213,femme,0,False,False,0.0,0.0,True,False,0
214,femme,0,False,False,0.0,0.0,True,False,0
215,femme,0,False,False,0.0,0.0,True,False,0
216,femme,0,False,False,0.0,0.0,True,False,0
217,femme,0,False,False,0.0,0.0,True,False,0
218,femme,0,False,False,0.0,0.0,True,False,0
219,femme,0,False,False,0.0,0.0,True,True,0
220,femme,0,False,False,0.0,0.0,True,False,0
221,femme,0,False,False,0.0,0.0,True,False,0
222,femme,0,False,False,0.0,0.0,True,False,0
223,femme,0,False,False,0.0,0.0,True,False,0
224,femme,0,False,False,0.0,0.0,True,False,0
225,femme,0,False,False,0.0,0.0,True,False,0
226,femme,0,False,False,0.0,0.0,True,False,0
227,femme,0,False,False,0.0,0.0,True,False,0
228,femme,0,False,False,0.0,0.0,True,False,0
229,femme,0,False,False,0.0,0.0,True,False,0
230,femme,0,False,False,0.0,0.0,True,False,0
231,femme,0,False,False,0.0,0.0,True,False,0
232,femme,0,False,False,0.0,0.0,True,False,0
233,femme,0,False,False,0.0,0.0,True,False,0
234,femme,0,False,False,0.0,0.0,True,False,0
235,femme,0,False,False,0.0,0.0,True,False,0
236,femme,0,False,False,0.0,0.0,True,False,0
237,femme,0,False,False,0.0,0.0,True,False,0
238,femme,0,False,False,0.0,0.0,True,False,0
239,femme,0,False,False,0.0,0.0,True,False,0
240,femme,0,False,False,0.0,0.0,True,False,0
241,femme,0,False,False,0.0,0.0,True,False,0
242,femme,0,False,False,0.0,0.0,True,False,0
243,femme,0,False,False,0.0,0.0,True,False,0
244,femme,0,False,False,0.0,0.0,True,False,0
245,femme,0,False,False,0.0,0.0,True,False,0
246,femme,0,False,False,0.0,0.0,True,False,0
247,femme,0,False,False,0.0,0.0,True,False,0
248,femme,0,False,False,0.0,0.0,True,False,0
249,femme,0,False,False,0.0,0.0,True,False,0
250,femme,0,False,False,0.0,0.0,True,False,0
251,femme,0,False,False,0.0,0.0,True,False,0
252,femme,0,False,False,0.0,0.0,True,False,0
253,femme,0,False,False,0.0,0.0,True,False,0
254,femme,0,False,False,0.0,0.0,True,False,0
255,femme,0,False,False,0.0,0.0,True,False,0
256,femme,0,False,False,0.0,0.0,True,False,0
257,femme,0,False,False,0.0,0.0,True,False,0
258,femme,0,False,False,0.0,0.0,True,False,0
259,femme,0,False,False,0.0,0.0,True,False,0
260,femme,0,False,False,0.0,0.0,True,False,0
261,femme,0,False,False,0.0,0.0,True,False,0
262,femme,0,False,False,0.0,0.0,True,False,0
263,femme,0,False,False,0.0,0.0,True,False,0
264,femme,0,False,False,0.0,0.0,True,False,0
265,femme,0,False,False,0.0,0.0,True,False,0
266,femme,0,False,False,0.0,0.0,True,False,0
267,femme,0,False,False,0.0,0.0,True,False,0
268,femme,0,False,False,0.0,0.0,True,False,0
269,femme,0,False,False,0.0,0.0,True,False,0
270,femme,0,False,False,0.0,0.0,True,False,0
271,femme,0,False,False,0.0,0.0,True,False,0
272,femme,0,False,False,0.0,0.0,True,False,0
273,femme,0,False,False,0.0,0.0,True,False,0
274,femme,0,False,False,0.0,0.0,True,False,0
275,femme,0,False,False,0.0,0.0,True,False,0
276,femme,0,False,False,0.0,0.0,True,False,0
277,femme,0,False,False,0.0,0.0,True,False,0
278,femme,0,False,False,0.0,0.0,True,False,0
279,femme,0,False,False,0.0,0.0,True,False,0
280,femme,0,False,False,0.0,0.0,True,False,0
281,femme,1,False,False,0.0,0.0,True,False,0
282,femme,1,False,False,0.0,0.0,True,False,0
283,femme,1,False,False,0.0,0.0,True,False,0
284,femme,1,False,False,0.0,0.0,True,False,0
285,femme,1,False,False,0.0,0.0,True,False,0
286,femme,1,False,False,0.0,0.0,True,False,0
287,femme,1,False,False,0.0,0.0,True,False,0
288,femme,1,False,False,0.0,0.0,True,False,0
289,femme,1,False,False,0.0,0.0,True,False,0
290,femme,1,False,False,0.0,0.0,True,False,0
291,femme,1,False,False,0.0,0.0,True,False,0
292,femme,1,False,False,0.0,0.0,True,False,0
293,femme,1,False,False,0.0,0.0,True,False,0
294,femme,1,False,False,0.0,0.0,True,False,0
295,femme,1,False,False,0.0,0.0,True,False,0
296,femme,1,False,False,0.0,0.0,True,False,0
297,femme,1,False,False,0.0,0.0,True,False,0
298,femme,1,False,False,0.0,0.0,True,False,0
299,femme,1,False,False,0.0,0.0,True,False,0
300,femme,1,False,False,0.0,0.0,True,False,0
301,femme,1,False,False,0.0,0.0,True,False,0
302,femme,1,False,False,0.0,0.0,True,False,0
303,femme,1,False,False,0.0,0.0,True,False,0
304,femme,1,False,False,0.0,0.0,True,False,0
305,femme,1,False,False,0.0,0.0,True,False,0
306,femme,1,False,False,0.0,0.0,True,False,0
307,femme,1,False,False,0.0,0.0,True,False,0
308,femme,1,False,False,0.0,0.0,True,False,0
309,femme,1,False,False,0.0,0.0,True,False,0
310,femme,1,False,False,0.0,0.0,True,False,0
311,femme,1,False,False,0.0,0.0,True,True,0
312,femme,1,False,False,0.0,0.0,True,False,0
313,femme,1,False,False,0.0,0.0,True,False,0
314,femme,1,False,False,0.0,0.0,True,False,0
315,femme,1,False,False,0.0,0.0,True,False,0
316,femme,1,False,False,0.0,0.0,True,False,0
317,femme,1,False,False,0.0,0.0,True,False,0
318,femme,1,False,False,0.0,0.0,True,False,0
319,femme,1,False,False,0.0,0.0,True,False,0
320,femme,1,False,False,0.0,0.0,True,False,0
321,femme,1,False,False,0.0,0.0,True,False,0
322,femme,1,False,False,0.0,0.0,True,False,0
323,femme,1,False,False,0.0,0.0,True,False,0
324,femme,1,False,False,0.0,0.0,True,False,0
325,femme,1,False,False,0.0,0.0,True,False,0
326,femme,1,False,False,0.0,0.0,True,False,0
327,femme,1,False,False,0.0,0.0,True,False,0
328,femme,1,False,False,0.0,0.0,True,False,0
329,femme,1,False,False,0.0,0.0,True,False,0
330,femme,1,False,False,0.0,0.0,True,False,0
331,femme,1,False,False,0.0,0.0,True,False,0
332,femme,1,False,False,0.0,0.0,True,True,0
333,femme,1,False,False,0.0,0.0,True,False,0
334,femme,1,False,False,0.0,0.0,True,False,0
335,femme,1,False,False,0.0,0.0,True,False,0
336,femme,1,False,False,0.0,0.0,True,False,0
337,femme,1,False,False,0.0,0.0,True,False,0
338,femme,1,False,False,0.0,0.0,True,False,0
339,femme,1,False,False,0.0,0.0,True,False,0
340,femme,1,False,False,0.0,0.0,True,False,0
341,femme,1,False,False,0.0,0.0,True,False,0
342,femme,1,False,False,0.0,0.0,True,False,0
343,femme,1,False,False,0.0,0.0,True,False,0
344,femme,1,False,False,0.0,0.0,True,False,0
345,femme,1,False,False,0.0,0.0,True,False,0
346,femme,1,False,False,0.0,0.0,True,False,0
347,femme,1,False,False,0.0,0.0,True,False,0
348,femme,1,False,False,0.0,0.0,True,False,0
349,femme,1,False,False,0.0,0.0,True,False,0
350,femme,1,False,False,0.0,0.0,True,False,0
351,femme,1,False,False,0.0,0.0,True,False,0
352,femme,1,False,False,0.0,0.0,True,False,0
353,femme,1,False,False,0.0,0.0,True,False,0
354,femme,1,False,False,0.0,0.0,True,False,0
355,femme,1,False,False,0.0,0.0,True,False,0
356,femme,1,False,False,0.0,0.0,True,False,0
357,femme,1,False,False,0.0,0.0,True,False,0
358,femme,1,False,False,0.0,0.0,True,False,0
359,femme,1,False,False,0.0,0.0,True,False,0
360,femme,1,False,False,0.0,0.0,True,False,0
361,femme,1,False,False,0.0,0.0,True,False,0
362,femme,1,False,False,0.0,0.0,True,False,0
363,femme,1,False,False,0.0,0.0,True,False,0
364,femme,1,False,False,0.0,0.0,True,False,0
365,femme,1,False,False,0.0,0.0,True,False,0
366,femme,1,False,False,0.0,0.0,True,False,0
367,femme,1,False,False,0.0,0.0,True,False,0
368,femme,1,False,False,0.0,0.0,True,False,0
369,femme,1,False,False,0.0,0.0,True,False,0
370,femme,1,False,False,0.0,0.0,True,False,0
371,femme,1,False,False,0.0,0.0,True,False,0
372,femme,1,False,False,0.0,0.0,True,False,0
373,femme,1,False,False,0.0,0.0,True,False,0
374,femme,1,False,False,0.0,0.0,True,False,0
375,femme,1,False,False,0.0,0.0,True,False,0
376,femme,1,False,False,0.0,0.0,True,False,0
377,femme,1,False,False,0.0,0.0,True,False,0
378,femme,1,False,False,0.0,0.0,True,False,0
379,femme,1,False,False,0.0,0.0,True,False,0
380,femme,1,False,False,0.0,0.0,True,False,0
381,femme,1,False,False,0.0,0.0,True,False,0
382,femme,1,False,False,0.0,0.0,True,False,0
383,femme,1,False,False,0.0,0.0,True,False,0
384,femme,1,False,False,0.0,0.0,True,False,0
385,femme,1,False,False,0.0,0.0,True,False,0
386,femme,1,False,False,0.0,0.0,True,False,0
387,femme,1,False,False,0.0,0.0,True,False,0
388,femme,1,False,False,0.0,0.0,True,False,0
389,femme,1,False,False,0.0,0.0,True,False,0
390,femme,1,False,False,0.0,0.0,True,False,0
391,femme,1,False,False,0.0,0.0,True,False,0
392,femme,1,False,False,0.0,0.0,True,False,0
393,femme,1,False,False,0.0,0.0,True,False,0
394,femme,1,False,False,0.0,0.0,True,False,0
395,femme,1,False,False,0.0,0.0,True,False,0
396,femme,1,False,False,0.0,0.0,True,False,0
397,femme,1,False,False,0.0,0.0,True,False,0
398,femme,1,False,False,0.0,0.0,True,False,0
399,femme,1,False,False,0.0,0.0,True,False,0
400,femme,1,False,False,0.0,0.0,True,False,0
401,femme,1,False,False,0.0,0.0,True,False,0
402,femme,1,False,False,0.0,0.0,True,False,0
403,femme,1,False,False,0.0,0.0,True,False,0
404,femme,1,False,False,0.0,0.0,True,False,0
405,femme,1,False,False,0.0,0.0,True,False,0
406,femme,1,False,False,0.0,0.0,True,False,0
407,femme,1,False,False,0.0,0.0,True,False,0
408,femme,1,False,False,0.0,0.0,True,False,0
409,femme,1,False,False,0.0,0.0,True,False,0
410,femme,1,False,False,0.0,0.0,True,False,0
411,femme,1,False,False,0.0,0.0,True,False,0
412,femme,1,False,False,0.0,0.0,True,False,0
413,femme,1,False,False,0.0,0.0,True,False,0
414,femme,1,False,False,0.0,0.0,True,False,0
415,femme,1,False,False,0.0,0.0,True,False,0
416,femme,1,False,False,0.0,0.0,True,False,0
417,femme,1,False,False,0.0,0.0,True,False,0
418,femme,1,False,False,0.0,0.0,True,False,0
419,femme,1,False,False,0.0,0.0,True,False,0
420,femme,1,False,False,0.0,0.0,True,False,0
421,femme,1,False,False,0.0,0.0,True,False,0
422,femme,1,False,False,0.0,0.0,True,False,0
423,femme,1,False,False,0.0,0.0,True,False,0
424,femme,1,False,False,0.0,0.0,True,False,0
425,femme,1,False,False,0.0,0.0,True,False,0
426,femme,1,False,False,0.0,0.0,True,False,0
427,femme,1,False,False,0.0,0.0,True,False,0
428,femme,1,False,False,0.0,0.0,True,False,0
429,femme,1,False,False,0.0,0.0,True,False,0
430,femme,1,False,False,0.0,0.0,True,False,0
431,femme,1,False,False,0.0,0.0,True,False,0
432,femme,1,False,False,0.0,0.0,True,False,0
433,femme,1,False,False,0.0,0.0,True,False,0
434,femme,1,False,False,0.0,0.0,True,False,0
435,femme,1,False,False,0.0,0.0,True,False,0
436,femme,1,False,False,0.0,0.0,True,False,0
437,femme,1,False,False,0.0,0.0,True,False,0
438,femme,1,False,False,0.0,0.0,True,False,0
439,femme,1,False,False,0.0,0.0,True,False,0
440,femme,1,False,False,0.0,0.0,True,False,0
441,femme,1,False,False,0.0,0.0,True,False,0
442,femme,1,False,False,0.0,0.0,True,False,0
443,femme,1,False,False,0.0,0.0,True,False,0
444,femme,1,False,False,0.0,0.0,True,False,0
445,femme,1,False,False,0.0,0.0,True,False,0
446,femme,1,False,False,0.0,0.0,True,False,0
447,femme,1,False,False,0.0,0.0,True,False,0
448,femme,1,False,False,0.0,0.0,True,False,0
449,femme,1,False,False,0.0,0.0,True,False,0
450,femme,1,False,False,0.0,0.0,True,False,0
451,femme,1,False,False,0.0,0.0,True,False,0
452,femme,1,False,False,0.0,0.0,True,False,0
453,femme,1,False,False,0.0,0.0,True,False,0
454,femme,1,False,False,0.0,0.0,True,False,0
455,femme,1,False,False,0.0,0.0,True,False,0
456,femme,1,False,False,0.0,0.0,True,False,0
457,femme,1,False,False,0.0,0.0,True,False,0
458,femme,1,False,False,0.0,0.0,True,False,0
459,femme,1,False,False,0.0,0.0,True,False,0
460,femme,1,False,False,0.0,0.0,True,False,0
461,femme,1,False,False,0.0,0.0,True,False,0
462,femme,1,False,False,0.0,0.0,True,False,0
463,femme,1,False,False,0.0,0.0,True,False,0
464,femme,1,False,False,0.0,0.0,True,False,0
465,femme,1,False,False,0.0,0.0,True,False,0
466,femme,1,False,False,0.0,0.0,True,False,0
467,femme,1,False,False,0.0,0.0,True,False,0
468,femme,1,False,False,0.0,0.0,True,False,0
469,femme,1,False,False,0.0,0.0,True,False,0
470,femme,1,False,False,0.0,0.0,True,False,0
471,femme,1,False,False,0.0,0.0,True,False,0
472,femme,1,False,False,0.0,0.0,True,False,0
473,femme,1,False,False,0.0,0.0,True,False,0
474,femme,1,False,False,0.0,0.0,True,False,0
475,femme,1,False,False,0.0,0.0,True,False,0
476,femme,1,False,False,0.0,0.0,True,False,0
477,femme,1,False,False,0.0,0.0,True,False,0
478,femme,1,False,False,0.0,0.0,True,False,0
479,femme,1,False,False,0.0,0.0,True,False,0
480,femme,1,False,False,0.0,0.0,True,False,0
481,femme,1,False,False,0.0,0.0,True,False,0
482,femme,1,False,False,0.0,0.0,True,False,0
483,femme,1,False,False,0.0,0.0,True,False,0
484,femme,1,False,False,0.0,0.0,True,False,0
485,femme,1,False,False,0.0,0.0,True,False,0
486,femme,1,False,False,0.0,0.0,True,False,0
487,femme,1,False,False,0.0,0.0,True,False,0
488,femme,1,False,False,0.0,0.0,True,False,0
489,femme,1,False,False,0.0,0.0,True,False,0
490,femme,1,False,False,0.0,0.0,True,False,0
491,femme,1,False,False,0.0,0.0,True,False,0
492,femme,1,False,False,0.0,0.0,True,False,0
493,femme,1,False,False,0.0,0.0,True,False,0
494,femme,1,False,False,0.0,0.0,True,False,0
495,femme,1,False,False,0.0,0.0,True,False,0
496,femme,1,False,False,0.0,0.0,True,False,0
497,femme,1,False,False,0.0,0.0,True,False,0
498,femme,1,False,False,0.0,0.0,True,False,0
499,femme,1,False,False,0.0,0.0,True,False,0
500,femme,1,False,False,0.0,0.0,True,False,0
501,femme,1,False,False,0.0,0.0,True,False,0
502,femme,1,False,False,0.0,0.0,True,False,0
503,femme,1,False,False,0.0,0.0,True,False,0
504,femme,1,False,False,0.0,0.0,True,False,0
505,femme,1,False,False,0.0,0.0,True,False,0
506,femme,1,False,False,0.0,0.0,True,False,0
507,femme,1,False,False,0.0,0.0,True,False,0
508,femme,1,False,False,0.0,0.0,True,False,0
509,femme,1,False,False,0.0,0.0,True,False,0
510,femme,1,False,False,0.0,0.0,True,False,0
511,femme,1,False,False,0.0,0.0,True,False,0
512,femme,1,False,False,0.0,0.0,True,False,0
513,femme,1,False,False,0.0,0.0,True,False,0
514,femme,1,False,False,0.0,0.0,True,False,0
515,femme,1,False,False,0.0,0.0,True,False,0
516,femme,1,False,False,0.0,0.0,True,False,0
517,femme,1,False,False,0.0,0.0,True,False,0
518,femme,1,False,False,0.0,0.0,True,False,0
519,femme,1,False,False,0.0,0.0,True,False,0
520,femme,1,False,False,0.0,0.0,True,False,0
521,femme,1,False,False,0.0,0.0,True,False,0
522,femme,1,False,False,0.0,0.0,True,False,0
523,femme,1,False,False,0.0,0.0,True,False,0
524,femme,1,False,False,0.0,0.0,True,False,0
525,femme,1,False,False,0.0,0.0,True,False,0
526,femme,1,False,False,0.0,0.0,True,False,0
527,femme,1,False,False,0.0,0.0,True,False,0
528,femme,1,False,False,0.0,0.0,True,False,0
529,femme,1,False,False,0.0,0.0,True,False,0
530,femme,1,False,False,0.0,0.0,True,False,0
531,femme,1,False,False,0.0,0.0,True,False,0
532,femme,1,False,False,0.0,0.0,True,False,0
533,femme,1,False,False,0.0,0.0,True,False,0
534,femme,1,False,False,0.0,0.0,True,False,0
535,femme,1,False,False,0.0,0.0,True,False,0
536,femme,1,False,False,0.0,0.0,True,False,0
537,femme,1,False,False,0.0,0.0,True,False,0
538,femme,1,False,False,0.0,0.0,True,False,0
539,femme,1,False,False,0.0,0.0,True,False,0
540,femme,1,False,False,0.0,0.0,True,False,0
541,femme,1,False,False,0.0,0.0,True,False,0
542,femme,1,False,False,0.0,0.0,True,False,0
543,femme,1,False,False,0.0,0.0,True,False,0
544,femme,1,False,False,0.0,0.0,True,False,0
545,femme,1,False,False,0.0,0.0,True,False,0
546,femme,1,False,False,0.0,0.0,True,False,0
547,femme,1,False,False,0.0,0.0,True,False,0
548,femme,1,False,False,0.0,0.0,True,False,0
549,femme,1,False,False,0.0,0.0,True,False,0
550,femme,1,False,False,0.0,0.0,True,False,0
551,femme,1,False,False,0.0,0.0,True,False,0
552,femme,1,False,False,0.0,0.0,True,False,0
553,femme,1,False,False,0.0,0.0,True,False,0
554,femme,1,False,False,0.0,0.0,True,False,0
555,femme,1,False,False,0.0,0.0,True,False,0
556,femme,1,False,False,0.0,0.0,True,False,0
